author_id,author_display_name,first_retraction_year,first_category,first_position,n_retractions,n_categories,works_count,cited_by_count,first_pub_year,last_pub_year,career_span,last_country,last_institution,country,source_id,rw_journal,rw_publisher
A5100670797,Songhua Xiao,2019.0,AUTHOR_MISCONDUCT,middle,1,1,71.0,1817.0,2005.0,2026.0,21.0,CN,Sun Yat-sen University,CN,S1010394304,BioMed Research International,Hindawi
A5100670842,Pramod Kumar Sharma,2020.0,HONEST_ERROR,middle,1,1,1033.0,14290.0,1963.0,2026.0,63.0,IN,SMS Medical College,IN,S55420515,Journal of Horticultural Science and Biotechnology,Taylor and Francis
A5100671156,Xuesheng Liu,2021.0,HONEST_ERROR,middle,1,1,95.0,1304.0,2006.0,2026.0,20.0,CN,Anhui Medical University,CN,S108768312,European Journal of Anaesthesiology,Wolters Kluwer - Lippincott Williams & Wilkins
A5100671316,Lei Zhao,2021.0,AUTHOR_MISCONDUCT,middle,1,1,135.0,1145.0,2002.0,2026.0,24.0,CN,Kunming University of Science and Technology,CN,S156858864,Medical Science Monitor: International Medical Journal of Experimental and Clinical Research,"International Scientific Information, Inc"
A5100671366,Dongyang Chen,2015.0,AUTHOR_MISCONDUCT,middle,1,1,123.0,2050.0,2010.0,2026.0,16.0,CN,Xiamen University of Technology,CN,S207433681,IEICE Electronics Express,"The Institute of Electronics, Information and Communication Engineers"
A5100671471,Minseo Kim,2020.0,ETHICS_VIOLATION,middle,1,1,19.0,235.0,1998.0,2025.0,27.0,KR,Chungbuk National University,,S69264623,Journal of Refractive Surgery,Healio
A5100671514,Yan Li,2017.0,EDITORIAL_COMPROMISE,middle,1,1,280.0,7535.0,1995.0,2025.0,30.0,US,Brigham and Women's Hospital,CN,S12644804,Tumor Biology (Tumour Biology) - Official Journal of the International Society of Oncology and BioMarkers (ISOBM),Springer
A5100671564,Yanzhou Zhang,2022.0,AUTHOR_MISCONDUCT,last,1,1,6.0,9.0,2009.0,2025.0,16.0,CN,Yancheng Teachers University,CN,S2481244646,RSC Advances,Royal Society of Chemistry (RSC)
A5100671578,Min Zhang,2019.0,AUTHOR_MISCONDUCT,middle,1,1,55.0,632.0,2002.0,2025.0,23.0,CN,Tongji University,CN,S11564597,Transplantation,Wolters Kluwer
A5100671580,Min Zhang,2019.0,AUTHOR_MISCONDUCT,middle,4,2,69.0,1142.0,2003.0,2025.0,22.0,CN,Qingdao University,CN,S202381698,PLoS One,PLoS
A5100671581,Min Zhang,2019.0,AUTHOR_MISCONDUCT,middle,2,1,57.0,349.0,1991.0,2025.0,34.0,US,National Institutes of Health,CN,S202381698,PLoS One,PLoS
A5100671582,Min Zhang,2017.0,HONEST_ERROR,middle,1,1,139.0,1622.0,1998.0,2026.0,28.0,CN,Jiangnan University,CN,S106234763,Cancer Letters,Elsevier
A5100671682,Yi Miao,2021.0,AUTHOR_MISCONDUCT,middle,1,1,23.0,228.0,2012.0,2024.0,12.0,CN,Shanxi Medical University,CN,S161399637,Cellular Physiology and Biochemistry,Cellular Physiol Biochem Press
A5100671684,Miao Ye,2017.0,EDITORIAL_COMPROMISE,middle,2,1,116.0,3911.0,1994.0,2026.0,32.0,US,Beckman Coulter Foundation,CN,S12644804,Tumor Biology (Tumour Biology) - Official Journal of the International Society of Oncology and BioMarkers (ISOBM),Springer
A5100671717,Xiaoguang Yang,2021.0,AUTHOR_MISCONDUCT,middle,1,1,404.0,5847.0,1992.0,2026.0,34.0,CN,Chinese Academy of Sciences,CN,S105962883,Scripta Materialia,Elsevier
A5100671881,He Bai,2022.0,AUTHOR_MISCONDUCT,first,1,1,135.0,1205.0,1998.0,2025.0,27.0,CN,Harbin University of Science and Technology,CN,S4210187594,Journal of Physics: Conference Series,IOP Publishing
A5100671911,Hongqi Zhang,2021.0,AUTHOR_MISCONDUCT,middle,2,1,243.0,3720.0,1982.0,2025.0,43.0,CN,Central South University,CN,S202381698,PLoS One,PLoS
A5100671914,Hongqi Zhang,2022.0,AUTHOR_MISCONDUCT,last,1,1,47.0,489.0,2005.0,2026.0,21.0,CN,Capital Medical University,CN,S95395365,Molecular Medicine Reports,Spandidos
A5100671986,Hongyan Wei,2021.0,AUTHOR_MISCONDUCT,middle,1,1,148.0,1082.0,1885.0,2026.0,141.0,CN,Shanghai Medical College of Fudan University,CN,S124713461,Bioscience Reports,Portland Press
A5100672024,Hui Zhang,2018.0,EDITORIAL_COMPROMISE,middle,1,1,212.0,2112.0,1998.0,2026.0,28.0,CN,Shandong Jianzhu University,CN,S64417657,International Journal of Distributed Sensor Networks,SAGE Publications
A5100672366,Shirong Li,2022.0,HONEST_ERROR,middle,1,1,128.0,1372.0,1989.0,2026.0,37.0,CN,Fudan University,CN,S156858864,Medical Science Monitor: International Medical Journal of Experimental and Clinical Research,"International Scientific Information, Inc"
A5100672624,Fengmei Wang,2021.0,AUTHOR_MISCONDUCT,middle,1,1,42.0,1064.0,2005.0,2025.0,20.0,CN,Shanghai University,CN,S2481244646,RSC Advances,Royal Society of Chemistry (RSC)
A5100672752,Ying Sun,2016.0,EDITORIAL_COMPROMISE,middle,1,1,174.0,7538.0,2001.0,2026.0,25.0,US,Pennsylvania State University,CN,S18647887,The Open Biomedical Engineering Journal,Bentham Open
A5100672804,Wujun Xiong,2022.0,AUTHOR_MISCONDUCT,middle,1,1,26.0,684.0,2002.0,2025.0,23.0,CN,Fudan University,CN,S2764969478,Molecular Therapy - Nucleic Acids,Elsevier - Cell Press
A5100672809,Wei Xiong,2019.0,AUTHOR_MISCONDUCT,middle,1,1,654.0,25977.0,1998.0,2026.0,28.0,CN,Southwest University of Science and Technology,CN,S185208586,Cell Death & Disease,Springer - Nature Publishing Group
A5100673058,Huixia Li,2020.0,AUTHOR_MISCONDUCT,middle,1,1,61.0,1245.0,2005.0,2026.0,21.0,CN,Xi'an Jiaotong University,CN,S123631873,International Journal of Endocrinology,Hindawi
A5100673085,Wei Shen,2017.0,UNCONFIRMED_CONCERNS,last,1,1,82.0,596.0,1984.0,2025.0,41.0,CN,Shanxi University,CN,S37186612,Spectroscopy Letters,Taylor and Francis
A5100673251,Jie Yao,2020.0,AUTHOR_MISCONDUCT,middle,1,1,87.0,2627.0,1997.0,2025.0,28.0,US,UCLA Medical Center,CN,S120324992,OncoTargets and Therapy,Taylor and Francis - Dove Press
A5100673276,Xingxing Wang,2015.0,AUTHOR_MISCONDUCT,middle,1,1,29.0,1378.0,2002.0,2025.0,23.0,US,Yale University,CN,S175946340,Cancer Science,Wiley
A5100673283,Xingxing Wang,2022.0,UNCONFIRMED_CONCERNS,middle,1,1,518.0,15710.0,2007.0,2026.0,19.0,CN,Gansu Agricultural University,CN,S145649206,Intelligent Service Robotics,Springer
A5100673365,Dawei Pan,2021.0,EDITORIAL_COMPROMISE,middle,1,1,99.0,1184.0,1991.0,2026.0,35.0,CN,Sichuan University,,S194298869,Journal of Nanoparticle Research,Springer
A5100673425,Yihao Wang,2020.0,AUTHOR_MISCONDUCT,first,1,1,40.0,501.0,2007.0,2025.0,18.0,CN,Union Hospital,CN,S120324992,OncoTargets and Therapy,Taylor and Francis - Dove Press
A5100673501,Xia Qin,2021.0,AUTHOR_MISCONDUCT,last,1,1,111.0,1443.0,1981.0,2026.0,45.0,CN,Chunlan (China),CN,S53807158,Journal of Cellular Biochemistry,Wiley
A5100673502,Qing Xia,2021.0,AUTHOR_MISCONDUCT,last,1,1,308.0,6526.0,1999.0,2025.0,26.0,CN,Dalian Ocean University,CN,S15444899,Evidence-Based Complementary and Alternative Medicine,Hindawi
A5100673506,Jing Zheng,2019.0,AUTHOR_MISCONDUCT,middle,2,1,23.0,248.0,2004.0,2025.0,21.0,CN,Shanghai Electric (China),,S110206669,Multimedia Tools and Applications,Springer
A5100673518,Nuo Li,2021.0,AUTHOR_MISCONDUCT,last,1,1,41.0,246.0,2006.0,2026.0,20.0,CN,Dongzhimen Hospital Affiliated to Beijing University of Chinese Medicine,CN,S53807158,Journal of Cellular Biochemistry,Wiley
A5100673610,Lei Zhang,2021.0,AUTHOR_MISCONDUCT,first,1,1,531.0,8801.0,2002.0,2026.0,24.0,CN,Dalian University of Technology,CN,,2018 3rd International Conference on Smart City and Systems Engineering (ICSCSE),IEEE: Institute of Electrical and Electronics Engineers
A5100673623,Qingdong Wang,2022.0,HONEST_ERROR,middle,1,1,18.0,205.0,2004.0,2025.0,21.0,CN,First Affiliated Hospital of Jiamusi University,CN,S124713461,Bioscience Reports,Portland Press
A5100673703,Fuquan Zhang,2022.0,HONEST_ERROR,middle,1,1,245.0,2648.0,2001.0,2026.0,25.0,CN,Chinese Academy of Medical Sciences & Peking Union Medical College,US,S42123126,Radiation Oncology,Springer
A5100673886,Bo Liu,2022.0,HONEST_ERROR,middle,1,1,54.0,672.0,2002.0,2025.0,23.0,US,University of Wisconsin System,CN,S43643205,Journal of Cellular Physiology,Wiley
A5100673889,Zijie Zhang,2017.0,EDITORIAL_COMPROMISE,first,1,1,98.0,6385.0,2011.0,2026.0,15.0,CN,Shandong University,CN,S12644804,Tumor Biology (Tumour Biology) - Official Journal of the International Society of Oncology and BioMarkers (ISOBM),Springer
A5100673919,Kai Zeng,2017.0,HONEST_ERROR,middle,1,1,63.0,649.0,2000.0,2026.0,26.0,CN,Fujian Medical University,CN,S2496126384,"Drug Design, Development and Therapy",Taylor and Francis - Dove Press
A5100674029,Xinzhi Wang,2017.0,AUTHOR_MISCONDUCT,middle,1,1,116.0,1827.0,2005.0,2026.0,21.0,CN,Tianjin University of Science and Technology,CN,S42274841,Chinese Journal of Aeronautics,Elsevier
A5100674137,Tao Xu,2021.0,AUTHOR_MISCONDUCT,first,1,1,207.0,2600.0,1990.0,2025.0,35.0,CN,Jishou University,CN,S2765071679,Clinical and Translational Medicine,Wiley
A5100674204,Min Liu,2020.0,HONEST_ERROR,middle,5,2,504.0,10523.0,1996.0,2026.0,30.0,CN,North Sichuan Medical University,CN,S185208586,Cell Death & Disease,Springer - Nature Publishing Group
A5100674214,Haolin Liu,2018.0,HONEST_ERROR,middle,1,1,79.0,989.0,2010.0,2026.0,16.0,CN,Guangzhou University of Chinese Medicine,US,S4393918103,"Acta Crystallographica. Section D, Biological Crystallography",Wiley
A5100674238,Jing Lin,2022.0,AUTHOR_MISCONDUCT,middle,1,1,287.0,3552.0,1974.0,2026.0,52.0,CN,Northwest Institute of Nuclear Technology,CN,S147701277,Human and Experimental Toxicology,SAGE Publications
A5100674295,Ying Zhang,2022.0,HONEST_ERROR,middle,1,1,262.0,4982.0,1996.0,2025.0,29.0,CN,Tongji University,CN,S53807158,Journal of Cellular Biochemistry,Wiley
A5100674305,Ying Zhang,2019.0,UNCONFIRMED_CONCERNS,middle,1,1,43.0,787.0,2003.0,2025.0,22.0,CN,Guangdong Medical College,CN,S1010394304,BioMed Research International,Hindawi
A5100674399,Fang Xu,2022.0,AUTHOR_MISCONDUCT,middle,1,1,9.0,69.0,2012.0,2025.0,13.0,CN,Central South University,CN,S175775512,Life Sciences,Elsevier
A5100674400,Fang Xu,2022.0,AUTHOR_MISCONDUCT,middle,1,1,20.0,146.0,2011.0,2026.0,15.0,CN,Jianghan University,CN,S175775512,Life Sciences,Elsevier
A5100674541,Mingxin Li,2018.0,AUTHOR_MISCONDUCT,last,1,1,42.0,800.0,2012.0,2026.0,14.0,CN,Southwest Jiaotong University,CN,S22685659,Journal of Wind Engineering and Industrial Aerodynamics,Elsevier
A5100674578,Md. Abdur Rahman,2017.0,HONEST_ERROR,middle,1,1,310.0,2857.0,1977.0,2026.0,49.0,CA,Artificial Intelligence in Medicine (Canada),BD,S2737657320,Journal of Health and Pollution,Elsevier
A5100674719,Liang Yuan,2021.0,AUTHOR_MISCONDUCT,middle,1,1,34.0,1133.0,1999.0,2025.0,26.0,CN,Anhui University of Traditional Chinese Medicine,CN,S140251998,The Journal of Biological Chemistry,American Society for Biochemistry and Molecular Biology (ASBMB)
A5100674723,Yuan Lv,2022.0,AUTHOR_MISCONDUCT,first,1,1,52.0,391.0,2001.0,2026.0,25.0,CN,Chinese Academy of Medical Sciences & Peking Union Medical College,CN,S124713461,Bioscience Reports,Portland Press
A5100674774,Haiping Liu,2022.0,HONEST_ERROR,middle,1,1,30.0,470.0,2017.0,2026.0,9.0,CN,Xi'an Jiaotong University,CN,S124713461,Bioscience Reports,Portland Press
A5100675021,Mi Zhang,2020.0,AUTHOR_MISCONDUCT,middle,2,1,258.0,6280.0,1997.0,2026.0,29.0,CN,Fudan University,CN,S108821158,Geophysical Journal International,Oxford University Press
A5100675063,Jinping Zhang,2022.0,AUTHOR_MISCONDUCT,middle,1,1,429.0,7312.0,1993.0,2026.0,33.0,CN,Jiangnan University,CN,S175775512,Life Sciences,Elsevier
A5100675067,Jinping Zhang,2021.0,AUTHOR_MISCONDUCT,last,1,1,178.0,1876.0,2002.0,2026.0,24.0,CN,Xi'an Jiaotong University,CN,S17729819,Agricultural and Forest Meteorology,Elsevier
A5100675257,Li Qiao,2022.0,AUTHOR_MISCONDUCT,first,1,1,115.0,1411.0,1995.0,2026.0,31.0,AU,University of Canberra,CN,S4210192194,"Proceedings of the Institution of Mechanical Engineers. Part H, Journal of Engineering in Medicine",SAGE Publications
A5100675346,Wenhui Li,2021.0,AUTHOR_MISCONDUCT,last,1,1,33.0,629.0,2007.0,2025.0,18.0,CN,Qingdao University,CN,S161399637,Cellular Physiology and Biochemistry,Cellular Physiol Biochem Press
A5100675583,Chenglin Li,2021.0,AUTHOR_MISCONDUCT,middle,1,1,117.0,2248.0,1986.0,2026.0,40.0,US,Alion Science and Technology (United States),CN,S124713461,Bioscience Reports,Portland Press
A5100675600,Zheng Cao,2020.0,AUTHOR_MISCONDUCT,middle,1,1,105.0,3764.0,1995.0,2026.0,31.0,CN,Shanghai First Maternity and Infant Hospital,CN,S124713461,Bioscience Reports,Portland Press
A5100675685,Peng Lin,2020.0,HONEST_ERROR,middle,1,1,22.0,382.0,2006.0,2026.0,20.0,CN,The Second Nanning People's Hospital,CN,S198335345,Acta Otolaryngologica,Taylor and Francis
A5100675711,Hong Zhao,2015.0,EDITORIAL_COMPROMISE,middle,1,1,470.0,34250.0,1989.0,2025.0,36.0,US,Northwestern University,CN,S12644804,Tumor Biology (Tumour Biology) - Official Journal of the International Society of Oncology and BioMarkers (ISOBM),Springer - Nature Publishing Group
A5100675727,Lifeng Xi,2020.0,AUTHOR_MISCONDUCT,middle,1,1,213.0,2141.0,2000.0,2025.0,25.0,CN,Ningbo University,CN,S196734849,Scientific Reports,Springer - Nature Publishing Group
A5100675943,Rong Zhao,2022.0,EDITORIAL_COMPROMISE,first,1,1,269.0,7728.0,1996.0,2026.0,30.0,CN,National University of Defense Technology,CN,S48031226,Journal of Ambient Intelligence and Humanized Computing,Springer - Nature Publishing Group
A5100676301,Yirong Wang,2022.0,AUTHOR_MISCONDUCT,first,1,1,157.0,1695.0,2009.0,2026.0,17.0,CN,Dalian Ocean University,CN,S2764554612,Cancer Management and Research,Taylor and Francis - Dove Press
A5100676379,Gang Wang,2021.0,AUTHOR_MISCONDUCT,middle,1,1,524.0,12403.0,1990.0,2025.0,35.0,CN,Ningbo University,CN,S2482773761,Catalysis Science and Technology,Royal Society of Chemistry (RSC)
A5100676420,Song Xue,2015.0,AUTHOR_MISCONDUCT,middle,1,1,146.0,2841.0,2003.0,2026.0,23.0,US,Regeneron (United States),CN,S206686666,BMC Cardiovascular Disorders,BioMed Central (BMC)
A5100676449,Yinghao Li,2021.0,AUTHOR_MISCONDUCT,last,1,1,8.0,223.0,2017.0,2023.0,6.0,CN,Minzu University of China,CN,S183843087,Brazilian Journal of Medical and Biological Research: Revista Brasileira de Pesquisas Médicas e Biológicas,Associação Brasileira de Divulgação Científica (ABDC)
A5100676554,Zhenzhong Wang,2021.0,UNCONFIRMED_CONCERNS,last,1,1,564.0,8249.0,1995.0,2025.0,30.0,CN,Shenyang Pharmaceutical University,CN,S53703007,Journal of Food Biochemistry,Wiley
A5100676594,Yaling Liu,2022.0,AUTHOR_MISCONDUCT,first,1,1,50.0,528.0,2005.0,2026.0,21.0,CN,Sichuan University,CN,S186153782,Respiratory Research,Springer - Biomed Central (BMC)
A5100676601,Yaling Liu,2021.0,UNCONFIRMED_CONCERNS,first,1,1,210.0,3465.0,1998.0,2025.0,27.0,CN,Inner Mongolia University for Nationalities,CN,S71995303,Respiratory Medicine,Elsevier
A5100676628,Zhidong Liu,2022.0,AUTHOR_MISCONDUCT,last,1,1,39.0,878.0,2004.0,2025.0,21.0,CN,Capital Medical University,CN,S2955411,Technology in Cancer Research & Treatment,SAGE Publications
A5100676696,Jinming Liu,2019.0,AUTHOR_MISCONDUCT,last,1,1,239.0,3007.0,1998.0,2025.0,27.0,CN,Hebei Medical University,,S2764573606,Pulmonary Circulation,SAGE Publications
A5100676785,Fei Xia,2020.0,AUTHOR_MISCONDUCT,middle,1,1,432.0,9930.0,1986.0,2026.0,40.0,CN,Guizhou Normal University,CN,S78725770,Histochemistry and Cell Biology,Springer
A5100676883,Yuan Qi,2020.0,HONEST_ERROR,middle,1,1,483.0,14921.0,1995.0,2026.0,31.0,US,The University of Texas MD Anderson Cancer Center,CN,S4210239318,Oncogenesis,Springer - Nature Publishing Group
A5100676955,Muhammad Shaiq Ali,2022.0,UNCONFIRMED_CONCERNS,middle,1,1,253.0,3900.0,1962.0,2026.0,64.0,PK,University of Karachi,PK,S2898359974,Chemical Data Collections,Elsevier
A5100677146,Xinhua Liu,2022.0,AUTHOR_MISCONDUCT,last,1,1,313.0,7203.0,1990.0,2026.0,36.0,CN,Fudan University,CN,S4210187594,Journal of Physics: Conference Series,IOP Publishing
A5100677177,Yanjie Li,2021.0,HONEST_ERROR,middle,1,1,346.0,8506.0,2003.0,2026.0,23.0,CN,Donghua University,CN,S32610980,Journal of Experimental Botany,Oxford University Press
A5100677182,Yanjie Li,2022.0,AUTHOR_MISCONDUCT,last,1,1,242.0,7802.0,2003.0,2026.0,23.0,CN,Henan University of Traditional Chinese Medicine,CN,S175775512,Life Sciences,Elsevier
A5100677205,Chenyou Sun,2021.0,AUTHOR_MISCONDUCT,last,2,2,24.0,278.0,2004.0,2023.0,19.0,CN,Wenzhou Medical University,CN,S84392608,CNS Neuroscience & Therapeutics,Wiley
A5100677221,Jian Xiao,2016.0,AUTHOR_MISCONDUCT,last,3,1,490.0,19960.0,1993.0,2026.0,33.0,CN,Second Military Medical University,CN,S206553565,Genetics and Molecular Research (GMR),FUNPEC-RP
A5100677390,Jun Liu,2022.0,AUTHOR_MISCONDUCT,middle,1,1,13.0,555.0,2007.0,2025.0,18.0,CN,Inner Mongolia University of Technology,CN,S201473135,Geoderma,Elsevier
A5100677505,Xiaokun Wang,2022.0,UNCONFIRMED_CONCERNS,first,1,1,26.0,140.0,2001.0,2024.0,23.0,CN,Jinan University,CN,S36625193,Journal of Healthcare Engineering,Hindawi
A5100677550,Yunping Lu,2022.0,AUTHOR_MISCONDUCT,middle,1,1,100.0,1321.0,1993.0,2025.0,32.0,CN,Stomatology Hospital,CN,S51596929,Molecular Therapy,Elsevier - Cell Press
A5100677581,Xiaobo Wu,2021.0,AUTHOR_MISCONDUCT,last,1,1,25.0,633.0,2004.0,2025.0,21.0,CN,China Academy of Transportation Sciences,CN,S183582160,International Journal of Electrical Engineering & Education,SAGE Publications
A5100677655,Feng Gao,2019.0,EDITORIAL_COMPROMISE,middle,1,1,46.0,212.0,2002.0,2025.0,23.0,CN,China Mobile (China),CN,S163644703,IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers
A5100677764,Jing Xie,2021.0,AUTHOR_MISCONDUCT,middle,1,1,442.0,9127.0,1995.0,2026.0,31.0,CN,Sichuan University,CN,S53807158,Journal of Cellular Biochemistry,Wiley
A5100677839,Jiong Wang,2022.0,AUTHOR_MISCONDUCT,last,1,1,41.0,737.0,1987.0,2025.0,38.0,CN,Kunming University of Science and Technology,CN,S2764969478,Molecular Therapy - Nucleic Acids,Elsevier - Cell Press
A5100677851,Yijie Guo,2017.0,UNCONFIRMED_CONCERNS,first,1,1,79.0,1677.0,1999.0,2025.0,26.0,CN,Sun Yat-sen University,CN,S60760007,BMC Oral Health,BioMed Central (BMC)
A5100677943,Yan Yang,2022.0,AUTHOR_MISCONDUCT,middle,1,1,84.0,1383.0,1999.0,2026.0,27.0,CN,Zhongda Hospital Southeast University,CN,S2764554612,Cancer Management and Research,Taylor and Francis - Dove Press
A5100677954,Vinod Kumar,2022.0,UNCONFIRMED_CONCERNS,middle,1,1,209.0,3864.0,1977.0,2025.0,48.0,IN,Central University of Punjab,IN,S80886111,Parasite Immunology,Wiley
A5100678038,Shijun Li,2021.0,AUTHOR_MISCONDUCT,middle,1,1,55.0,596.0,1988.0,2025.0,37.0,CN,Chinese PLA General Hospital,CN,S53807158,Journal of Cellular Biochemistry,Wiley
A5100678046,Shijun Li,2020.0,AUTHOR_MISCONDUCT,middle,1,1,158.0,2637.0,1988.0,2026.0,38.0,CN,Guizhou Center for Disease Control and Prevention,,S1336409049,eLife,eLife Sciences Publications
A5100678084,Javed Iqbal,2022.0,EDITORIAL_COMPROMISE,middle,1,1,65.0,368.0,1975.0,2025.0,50.0,PK,Bacha Khan University,PK,S202381698,PLoS One,PLoS
A5100678214,Tian Lan,2021.0,HONEST_ERROR,middle,1,1,34.0,502.0,2000.0,2026.0,26.0,US,Scripps Institution of Oceanography,CN,S2481244646,RSC Advances,Royal Society of Chemistry (RSC)
A5100678215,Tian Lan,2021.0,AUTHOR_MISCONDUCT,middle,1,1,176.0,6823.0,2009.0,2026.0,17.0,CN,Harbin Medical University,CN,S26312460,International Journal of Biological Sciences,IOS Publishing (Institute of Science Publishing)
A5100678448,Yajuan Li,2018.0,AUTHOR_MISCONDUCT,first,1,1,152.0,1640.0,2003.0,2026.0,23.0,CN,Henan Provincial People's Hospital,US,S36178057,Economics Letters,Elsevier
A5100678473,Xiaojuan Chen,2015.0,AUTHOR_MISCONDUCT,first,1,1,108.0,614.0,1995.0,2025.0,30.0,CN,Changchun University of Science and Technology,CN,S207433681,IEICE Electronics Express,"The Institute of Electronics, Information and Communication Engineers"
A5100678513,Yimin Yan,2022.0,AUTHOR_MISCONDUCT,middle,1,1,25.0,500.0,1991.0,2025.0,34.0,CN,Central South University,CN,S2489428960,"Artificial Cells, Nanomedicine, and Biotechnology",Taylor and Francis
A5100678573,Yanfang Liu,2018.0,HONEST_ERROR,middle,7,2,337.0,7691.0,1993.0,2026.0,33.0,CN,Jiangsu University,CN,S4210188353,Acta Histochemica,Elsevier
A5100678612,Jinghua Liu,2021.0,AUTHOR_MISCONDUCT,last,1,1,235.0,2410.0,2002.0,2025.0,23.0,CN,Shenyang Pharmaceutical University,CN,S158377717,International Immunopharmacology,Elsevier
A5100678704,Yanfeng Wu,2016.0,AUTHOR_MISCONDUCT,middle,1,1,117.0,2561.0,2001.0,2025.0,24.0,CN,Sun Yat-sen University,CN,S116485566,Journal of Receptors and Signal Transduction,Taylor and Francis
A5100678761,Jing Luo,2017.0,AUTHOR_MISCONDUCT,middle,1,1,30.0,778.0,1994.0,2026.0,32.0,CN,Shanghai Ninth People's Hospital,CN,S81455967,Molecular and Cellular Biology,American Society for Microbiology
A5100679018,Yang Liu,2022.0,HONEST_ERROR,middle,1,1,21.0,532.0,2003.0,2026.0,23.0,CN,Twelfth Guangzhou City People's Hospital,CN,S2061155,Stem Cell Research & Therapy,Springer - Biomed Central (BMC)
A5100679233,Bo Tang,2021.0,HONEST_ERROR,middle,2,2,1699.0,68421.0,1993.0,2026.0,33.0,CN,Qingdao Binhai University,CN,S41231013,Journal of Nanobiotechnology,Springer - Biomed Central (BMC)
A5100679241,Jie Li,2019.0,HONEST_ERROR,middle,3,2,955.0,16096.0,1993.0,2026.0,33.0,CN,East China University of Technology,CN,S4210187842,Advances in Astronautics Science and Technology,Springer
A5100679363,Fenghua Chen,2021.0,AUTHOR_MISCONDUCT,middle,1,1,65.0,1070.0,2009.0,2026.0,17.0,CN,Central South University,CN,S124357017,Oncology Reports,Spandidos
A5100679430,Haixia Liu,2021.0,AUTHOR_MISCONDUCT,middle,1,1,87.0,2774.0,2004.0,2025.0,21.0,CN,Qingdao University,CN,S2955411,Technology in Cancer Research & Treatment,SAGE Publications
A5100679489,Qinghong Zhang,2015.0,HONEST_ERROR,first,2,2,106.0,2388.0,1996.0,2026.0,30.0,US,Prosthetic Design + Research (United States),US,S125754415,PNAS: Proceedings of the National Academy of Sciences of the United States of America,National Academy of Sciences (NAS)
A5100679587,Zheng-Rong Tiger Li,2022.0,AUTHOR_MISCONDUCT,last,1,1,48.0,726.0,2006.0,2025.0,19.0,US,Emory University,CN,S2764969478,Molecular Therapy - Nucleic Acids,Elsevier - Cell Press
A5100679665,Xixi Li,2020.0,AUTHOR_MISCONDUCT,middle,1,1,112.0,2650.0,2010.0,2026.0,16.0,US,Natural Resources Conservation Service,CN,S6444338,BMC Plant Biology,Springer - Biomed Central (BMC)
A5100679749,Yufan Wang,2021.0,AUTHOR_MISCONDUCT,middle,1,1,95.0,1559.0,2008.0,2026.0,18.0,CN,Jiangsu University of Technology,CN,S2764969478,Molecular Therapy - Nucleic Acids,Elsevier - Cell Press
A5100679793,Zihan Chen,2022.0,AUTHOR_MISCONDUCT,middle,1,1,100.0,1231.0,2016.0,2025.0,9.0,CN,South China Agricultural University,CN,S2898235705,Molecular Therapy - Oncolytics,Elsevier - Cell Press
A5100679836,Tao Liu,2018.0,HONEST_ERROR,middle,1,1,80.0,1384.0,1997.0,2025.0,28.0,CN,Dalian Ocean University,CN,S160567915,Journal of Orthopaedic Surgery and Research,Springer - Biomed Central (BMC)
A5100679880,Shasha Zhang,2019.0,HONEST_ERROR,middle,1,1,130.0,5696.0,2008.0,2026.0,18.0,CN,University of Science and Technology Beijing,CN,S2500736452,Advanced Healthcare Materials,Wiley
A5100679981,Shun Chen,2020.0,HONEST_ERROR,middle,2,2,556.0,8400.0,2003.0,2026.0,23.0,CN,Fujian University of Traditional Chinese Medicine,US,S96615428,Journal of Virology,American Society for Microbiology
A5100680074,Jianquan Yao,2017.0,HONEST_ERROR,last,1,1,1674.0,23475.0,1984.0,2026.0,42.0,CN,Tianjin University,CN,S105243760,Applied Physics Letters,AIP Publishing
A5100680084,Qin Qin,2017.0,AUTHOR_MISCONDUCT,middle,1,1,59.0,1058.0,1988.0,2025.0,37.0,CN,Taiyuan Central Hospital,,S121579133,Asian Pacific Journal of Cancer Prevention (APJCP),Asian Pacific Organization for Cancer Prevention
A5100680091,Ting Gao,2017.0,AUTHOR_MISCONDUCT,middle,1,1,194.0,3012.0,2007.0,2026.0,19.0,CN,Hebei Medical University,US,S200780590,American Journal of Physiology - Renal Physiology,APS: American Physiological Society
A5100680219,Haodong Zhang,2022.0,EDITORIAL_COMPROMISE,middle,1,1,128.0,1509.0,2010.0,2026.0,16.0,CN,Changzhi Medical College,CN,S106148199,Cluster Computing,Springer
A5100680267,Shuo Wang,2021.0,AUTHOR_MISCONDUCT,last,1,1,29.0,1392.0,2006.0,2025.0,19.0,CN,Dalian Ocean University,CN,S183582160,International Journal of Electrical Engineering & Education,SAGE Publications
A5100680355,Yu Chen,2021.0,AUTHOR_MISCONDUCT,middle,1,1,77.0,1034.0,1999.0,2026.0,27.0,,,,S38407038,Arabian Journal of Geosciences,Springer
A5100680384,Yanbin Zhang,2015.0,UNCONFIRMED_CONCERNS,first,1,1,290.0,6779.0,1998.0,2026.0,28.0,CN,Anhui Medical University,CN,S58832373,Oncology Letters,Spandidos
A5100680426,Jian Zhang,2018.0,HONEST_ERROR,first,1,1,29.0,358.0,2004.0,2025.0,21.0,CN,Changchun University of Science and Technology,CN,S16499038,Journal of Optical Technology,Optica (formerly Optical Society of America -OSA-)
