openalex_id,doi,pub_year,n_authors,source_id,retraction_date,retraction_year,category,rw_journal,rw_publisher
W2985620787,10.1016/j.omtn.2019.10.036,2019,8,S2764969478,2022-05-10,2022.0,AUTHOR_MISCONDUCT,Molecular Therapy - Nucleic Acids,Elsevier - Cell Press
W2501507291,10.3892/ol.2016.4904,2016,3,S58832373,2021-05-24,2021.0,AUTHOR_MISCONDUCT,Oncology Letters,Spandidos
W3023597164,10.2147/cmar.s246166,2020,4,S2764554612,2021-09-27,2021.0,AUTHOR_MISCONDUCT,Cancer Management and Research,Taylor and Francis - Dove Press
W3022997198,10.1016/j.earlhumdev.2020.105054,2020,1,S124424368,2021-03-26,2021.0,UNCONFIRMED_CONCERNS,Early Human Development,Elsevier
W2327559133,10.15507/inted.078.019.201501.022,2015,2,S2765024263,2017-07-24,2017.0,AUTHOR_MISCONDUCT,Education Integration (Интеграция Образования),National Research Mordovian State University named after N.P. Ogareva (Saransk) (Национальный исследовательский Мордовский государственный университет им. Н.П. Огарева (Саранск))
W2791263960,10.1016/j.biopha.2018.03.040,2018,2,S15111687,2022-03-25,2022.0,AUTHOR_MISCONDUCT,Biomedicine & Pharmacotherapy,Elsevier
W2791570601,10.1016/j.cyto.2017.10.011,2018,6,S70396342,2020-03-19,2020.0,UNCONFIRMED_CONCERNS,Cytokine,Elsevier
W2170723731,10.1016/0003-4975(94)00851-w,1995,6,S144860794,2021-02-17,2021.0,AUTHOR_MISCONDUCT,The Annals of Thoracic Surgery,Elsevier
W2591837733,10.1016/j.molimm.2017.02.020,2017,6,S92126311,2022-07-19,2022.0,HONEST_ERROR,Molecular Immunology,Elsevier
W2761789646,10.1007/s00705-017-3573-0,2017,6,S57491091,2022-09-20,2022.0,HONEST_ERROR,Archives of Virology,Springer
W2763156177,10.1159/000481668,2017,12,S106979888,2021-08-27,2021.0,AUTHOR_MISCONDUCT,American Journal of Nephrology,Karger
W820047683,10.1016/j.ejphar.2015.07.008,2015,6,S187816532,2021-02-14,2021.0,AUTHOR_MISCONDUCT,European Journal of Pharmacology,Elsevier
W148466703,10.1007/bf03018316,2004,1,S4210186964,2021-11-17,2021.0,HONEST_ERROR,Canadian Journal of Anaesthesia: Journal Canadien d'Anesthésie,Springer
W2001060833,10.1016/j.ajpath.2011.12.009,2012,10,S145577119,2020-06-19,2020.0,HONEST_ERROR,The American Journal of Pathology,Elsevier
W3031949016,10.2217/nnm-2020-0082,2020,11,S4210216406,2022-02-14,2022.0,AUTHOR_MISCONDUCT,Nanomedicine,Future Medicine - Future Science Group
W3033648953,10.1007/s10637-020-00957-8,2020,5,S6037287,2021-02-01,2021.0,AUTHOR_MISCONDUCT,Investigational New Drugs,Springer
W3033540174,10.1016/j.neulet.2020.135139,2020,4,S203050076,2021-02-04,2021.0,AUTHOR_MISCONDUCT,Neuroscience Letters,Elsevier
W3211237544,10.3892/etm.2016.3824,2016,9,S151424340,2017-03-10,2017.0,HONEST_ERROR,Experimental and Therapeutic Medicine,Spandidos
W2735792825,10.1007/s12035-014-8872-9,2014,9,S194681035,2017-04-01,2017.0,AUTHOR_MISCONDUCT,Molecular Neurobiology,Springer
W1972337850,10.1016/j.jvsv.2014.12.002,2015,8,S2764537351,2019-02-13,2019.0,AUTHOR_MISCONDUCT,Journal of Vascular Surgery: Venous and Lymphatic Disorders,Elsevier
W2770246840,10.1016/j.jclinane.2017.11.028,2017,2,S155967237,2022-02-09,2022.0,AUTHOR_MISCONDUCT,Journal of Clinical Anesthesia,Elsevier
W2127637809,10.1016/j.bpj.2014.10.054,2014,7,S98085912,2015-11-03,2015.0,HONEST_ERROR,Biophysical Journal,Elsevier - Cell Press
W2891617294,10.1016/j.biortech.2018.08.102,2018,4,S21442059,2019-12-01,2019.0,HONEST_ERROR,Bioresource Technology,Elsevier
W2806862556,10.1007/s10735-013-9556-x,2013,5,S172113453,2015-12-28,2015.0,AUTHOR_MISCONDUCT,Journal of Molecular Histology,Springer
W2139384320,10.1186/2047-783x-19-31,2014,6,S64516541,2015-03-26,2015.0,AUTHOR_MISCONDUCT,European Journal of Medical Research,BioMed Central (BMC)
W2472002982,10.1016/j.yhbeh.2016.06.011,2016,7,S170105747,2018-07-30,2018.0,HONEST_ERROR,Hormones and Behavior,Elsevier
W2156140889,10.1074/jbc.m707465200,2007,9,S140251998,2022-06-07,2022.0,AUTHOR_MISCONDUCT,The Journal of Biological Chemistry,Elsevier
W4244397918,10.1016/j.micron.2018.06.005,2018,3,S141109035,2018-08-15,2018.0,EDITORIAL_COMPROMISE,Micron: The International Research and Review Journal for Microscopy,Elsevier
W2914840161,10.1016/j.jjcc.2019.02.008,2019,9,S76729639,2019-06-08,2019.0,EDITORIAL_COMPROMISE,Journal of Cardiology,Elsevier
W2614281598,10.1186/1746-1596-9-9,2014,9,S124750060,2016-11-02,2016.0,AUTHOR_MISCONDUCT,Diagnostic Pathology,BioMed Central (BMC)
W2619019145,10.1007/s40656-017-0138-1,2017,1,S120468566,2018-05-16,2018.0,AUTHOR_MISCONDUCT,History and Philosophy of the Life Sciences,Springer
W2618789739,10.1016/j.scitotenv.2017.05.128,2017,4,S86852077,2019-10-11,2019.0,EDITORIAL_COMPROMISE,Science of The Total Environment,Elsevier
W3035760320,10.1016/j.jinf.2020.04.044,2020,2,S19579164,2020-05-06,2020.0,EDITORIAL_COMPROMISE,Journal of Infection,Elsevier
W2890168669,10.1016/j.jclinane.2018.09.022,2018,2,S155967237,2022-02-09,2022.0,AUTHOR_MISCONDUCT,Journal of Clinical Anesthesia,Elsevier
W2068725272,10.5713/ajas.2011.11336,2012,8,S118716465,2015-12-24,2015.0,AUTHOR_MISCONDUCT,Asian-Australasian Journal of Animal Sciences (AJAS),Asian-Australasian Association of Animal Production Societies (AAAP)
W2072292583,10.1371/journal.pone.0094213,2014,8,S202381698,2020-08-06,2020.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W2142835566,10.1074/jbc.m111.253450,2011,7,S140251998,2020-09-25,2020.0,AUTHOR_MISCONDUCT,The Journal of Biological Chemistry,American Society for Biochemistry and Molecular Biology (ASBMB)
W3004117948,10.1016/j.biopha.2020.109882,2020,5,S15111687,2022-07-11,2022.0,AUTHOR_MISCONDUCT,Biomedicine & Pharmacotherapy,Elsevier
W2611220222,10.2147/ijn.s116063,2017,8,S101287785,2022-03-29,2022.0,AUTHOR_MISCONDUCT,International Journal of Nanomedicine,Taylor and Francis - Dove Press
W2939512060,10.4103/jcvjs.jcvjs_121_18,2019,2,S53029770,2020-11-26,2020.0,UNCONFIRMED_CONCERNS,Journal of Craniovertebral Junction & Spine,Wolters Kluwer - Medknow
W2190454415,10.3892/ol.2015.4018,2015,5,S58832373,2022-11-14,2022.0,AUTHOR_MISCONDUCT,Oncology Letters,Spandidos
W2052058193,10.3892/mmr.2014.2021,2014,6,S95395365,2021-07-19,2021.0,AUTHOR_MISCONDUCT,Molecular Medicine Reports,Spandidos
W1977338809,10.1016/j.vhri.2013.07.006,2013,1,S2764833115,2019-02-07,2019.0,AUTHOR_MISCONDUCT,Value in Health Regional Issues,Elsevier
W2048477819,10.1371/journal.pone.0097017,2014,6,S202381698,2018-05-03,2018.0,UNCONFIRMED_CONCERNS,PLoS One,PLoS
W2044498513,10.1007/s11010-009-0284-1,2009,4,S11742566,2022-02-05,2022.0,AUTHOR_MISCONDUCT,Molecular and Cellular Biochemistry,Springer
W2017029171,10.1016/j.canlet.2009.02.045,2009,7,S106234763,2021-07-17,2021.0,AUTHOR_MISCONDUCT,Cancer Letters,Elsevier
W3082289960,10.1016/j.btecx.2020.100023,2020,3,S182099265,2020-06-20,2020.0,EDITORIAL_COMPROMISE,Journal of Biotechnology,Elsevier
W2912767778,10.2147/ott.s192137,2019,6,S120324992,2021-09-19,2021.0,AUTHOR_MISCONDUCT,OncoTargets and Therapy,Taylor and Francis - Dove Press
W1971574607,10.1159/000075240,2003,5,S159506102,2021-06-01,2021.0,HONEST_ERROR,Hormone Research in Paediatrics,Karger
W2001330806,10.1213/01.ane.0000089961.15975.78,2003,1,S104698359,2020-08-01,2020.0,UNCLASSIFIED,Anesthesia & Analgesia,Wolters Kluwer - Lippincott Williams & Wilkins
W1997781438,10.1371/journal.pone.0031943,2012,8,S202381698,2016-05-19,2016.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W2753338058,10.1016/j.jinorgbio.2017.08.035,2017,4,S155362585,2017-11-06,2017.0,AUTHOR_MISCONDUCT,Journal of Inorganic Biochemistry,Elsevier
W4224310506,10.21037/tp-22-68,2022,6,S2764863491,2022-06-14,2022.0,HONEST_ERROR,Translational Pediatrics,AME Publishing Company
W3095677618,10.1371/journal.pone.0240944,2020,7,S202381698,2022-10-21,2022.0,EDITORIAL_COMPROMISE,PLoS One,PLoS
W2755318464,10.3892/or.2017.5979,2017,5,S124357017,2022-07-20,2022.0,AUTHOR_MISCONDUCT,Oncology Reports,Spandidos
W1977020293,10.1016/j.pupt.2013.11.004,2013,4,S102131606,2021-06-25,2021.0,AUTHOR_MISCONDUCT,Pulmonary Pharmacology & Therapeutics,Elsevier
W2745705496,10.3892/etm.2017.4947,2017,4,S151424340,2021-10-04,2021.0,AUTHOR_MISCONDUCT,Experimental and Therapeutic Medicine,Spandidos
W4281663950,10.7759/cureus.25416,2022,5,S2738950867,2022-06-14,2022.0,AUTHOR_MISCONDUCT,Cureus,Cureus (Part of Springer Nature as of December 2022)
W2801351839,10.1016/j.toxlet.2018.05.017,2018,9,S205878144,2019-02-01,2019.0,HONEST_ERROR,Toxicology Letters,Elsevier
W2798176177,10.1016/j.biopsych.2018.02.787,2018,8,S205482884,2020-03-09,2020.0,AUTHOR_MISCONDUCT,Biological Psychiatry,Elsevier
W2918498298,10.1371/journal.pone.0212021,2019,5,S202381698,2020-03-06,2020.0,HONEST_ERROR,PLoS One,PLoS
W2912722348,10.1016/j.biortech.2019.02.058,2019,3,S21442059,2019-12-01,2019.0,UNCLASSIFIED,Bioresource Technology,Elsevier
W2296515433,10.1007/s13277-016-4882-8,2016,7,S12644804,2016-11-05,2016.0,AUTHOR_MISCONDUCT,Tumor Biology (Tumour Biology) - Official Journal of the International Society of Oncology and BioMarkers (ISOBM),Springer - Nature Publishing Group
W3154794576,10.2147/dddt.s294314,2021,4,S2496126384,2021-12-17,2021.0,HONEST_ERROR,"Drug Design, Development and Therapy",Taylor and Francis - Dove Press
W2755305543,10.3892/mmr.2017.7484,2017,3,S95395365,2021-01-26,2021.0,AUTHOR_MISCONDUCT,Molecular Medicine Reports,Spandidos
W2039104450,10.1371/journal.pone.0003856,2008,11,S202381698,2018-01-02,2018.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W1998576925,10.1371/journal.pone.0072783,2013,6,S202381698,2022-05-19,2022.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W1987378051,10.1371/journal.pone.0094845,2014,5,S202381698,2022-03-30,2022.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W2003751782,10.1159/000256650,2009,3,S43436036,2019-08-26,2019.0,AUTHOR_MISCONDUCT,Cerebrovascular Diseases,Karger
W2785169548,10.14740/jocmr3324w,2018,4,S102244479,2018-10-09,2018.0,AUTHOR_MISCONDUCT,Journal of Clinical Medicine Research,Elmer Press
W2412892307,10.1016/j.isatra.2016.05.013,2016,1,S89543202,2021-04-13,2021.0,AUTHOR_MISCONDUCT,ISA transactions,Elsevier
W2064974035,10.1371/journal.pone.0113398,2014,5,S202381698,2017-12-28,2017.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W2062402743,10.1016/j.canlet.2013.10.022,2013,10,S106234763,2017-12-22,2017.0,HONEST_ERROR,Cancer Letters,Elsevier
W2955672688,10.2147/ott.s213026,2019,4,S120324992,2021-09-09,2021.0,AUTHOR_MISCONDUCT,OncoTargets and Therapy,Taylor and Francis - Dove Press
W2953510015,10.1007/s40290-019-00268-1,2019,4,S4210193549,2019-07-04,2019.0,HONEST_ERROR,Pharmaceutical Medicine,Springer
W3207565256,10.1177/09612033211014271,2021,14,S115920904,2021-06-14,2021.0,HONEST_ERROR,Lupus,SAGE Publications
W4281791265,10.1016/j.ctarc.2022.100582,2022,3,S4210186504,2022-12-02,2022.0,HONEST_ERROR,Cancer Treatment and Research Communications,Elsevier
W4238476926,10.1371/journal.pone.0136859,2015,11,S202381698,2019-09-12,2019.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W4311999118,10.1016/j.meatsci.2022.109080,2022,2,S9483105,2022-12-20,2022.0,UNCONFIRMED_CONCERNS,Meat Science,Elsevier
W2567049242,10.1007/s00520-016-3522-6,2016,2,S50055314,2020-10-01,2020.0,HONEST_ERROR,Supportive Care in Cancer,Springer
W2003825021,10.1016/j.nbd.2013.11.023,2013,9,S35878148,2022-03-03,2022.0,AUTHOR_MISCONDUCT,Neurobiology of Disease,Elsevier
W2581853042,10.3892/etm.2017.4091,2017,4,S151424340,2021-07-14,2021.0,AUTHOR_MISCONDUCT,Experimental and Therapeutic Medicine,Spandidos
W2950668865,10.7150/jca.29953,2019,9,S200072998,2019-09-02,2019.0,AUTHOR_MISCONDUCT,Journal of Cancer,Ivyspring International Publisher
W2997658374,10.1016/j.ymgmr.2019.100489,2019,11,S2764617610,2019-07-12,2019.0,EDITORIAL_COMPROMISE,Molecular Genetics and Metabolism Reports,Elsevier
W3001743313,10.2147/cmar.s238373,2020,4,S2764554612,2020-03-31,2020.0,AUTHOR_MISCONDUCT,Cancer Management and Research,Taylor and Francis - Dove Press
W2751414971,10.3340/jkns.2017.0404.017,2017,4,S205682708,2019-08-30,2019.0,UNCONFIRMED_CONCERNS,Journal of Korean Neurosurgical Society,Korean Neurosurgical Society
W2911860719,10.1016/j.clnu.2019.03.004,2019,11,S102860386,2019-05-02,2019.0,EDITORIAL_COMPROMISE,Clinical Nutrition,Elsevier
W4235020170,10.1002/14651858.cd002766.pub5,2016,1,S4210172715,2016-09-01,2016.0,HONEST_ERROR,Cochrane Database of Systematic Reviews,Wiley
W2176823993,10.1016/j.jpainsymman.2015.10.020,2015,9,S135898356,2020-05-01,2020.0,HONEST_ERROR,Journal of Pain and Symptom Management,Elsevier
W2773611152,10.1016/j.micpath.2017.12.042,2017,4,S113190374,2019-03-15,2019.0,AUTHOR_MISCONDUCT,Microbial Pathogenesis,Elsevier
W4205565671,10.1016/j.jdcr.2021.04.040,2022,4,S2764486142,2022-04-21,2022.0,EDITORIAL_COMPROMISE,JAAD Case Reports,Elsevier
W4205858022,10.1007/s10653-014-9657-9,2014,9,S191946630,2016-03-01,2016.0,EDITORIAL_COMPROMISE,Environmental Geochemistry and Health,Springer
W3048343165,10.2147/cmar.s265775,2020,5,S2764554612,2021-09-18,2021.0,AUTHOR_MISCONDUCT,Cancer Management and Research,Taylor and Francis - Dove Press
W2579004077,10.1016/j.psychres.2017.01.028,2017,5,S84074229,2021-07-08,2021.0,HONEST_ERROR,Psychiatry Research,Elsevier
W2035692793,10.1371/journal.pone.0093905,2014,11,S202381698,2018-10-11,2018.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W2936892276,10.1016/j.yexmp.2019.04.005,2019,4,S111757857,2022-07-05,2022.0,AUTHOR_MISCONDUCT,Experimental and Molecular Pathology,Elsevier
W4206839821,10.1039/c4nr05077k,2014,8,S23181512,2015-02-18,2015.0,HONEST_ERROR,Nanoscale,Royal Society of Chemistry (RSC)
W2615434968,10.1186/1746-1596-9-110,2014,9,S124750060,2016-11-02,2016.0,AUTHOR_MISCONDUCT,Diagnostic Pathology,BioMed Central (BMC)
W2018647913,10.1016/j.ejca.2010.09.045,2010,11,S16731738,2015-04-01,2015.0,AUTHOR_MISCONDUCT,European Journal of Cancer,Elsevier
W2549598713,10.1007/s10529-016-2251-8,2016,3,S113993733,2022-07-23,2022.0,HONEST_ERROR,Biotechnology Letters,Springer
W2517308170,10.17238/issn1998-5320.2016.24.190,2016,2,S4210170142,2019-09-19,2019.0,AUTHOR_MISCONDUCT,Human Science: Humanitarian Research (Наука О Человеке: Гуманитарные Исследования),Omsk Humanitarian Academy (Омская гуманитарная академия)
W2061862351,10.1371/journal.ppat.1002418,2011,8,S2004986,2021-04-30,2021.0,AUTHOR_MISCONDUCT,PLoS Pathogens,PLoS
W2088850312,10.1007/s12035-015-9121-6,2015,10,S194681035,2017-05-06,2017.0,AUTHOR_MISCONDUCT,Molecular Neurobiology,Springer
W2090802509,10.1074/jbc.m303056200,2003,3,S140251998,2016-12-30,2016.0,AUTHOR_MISCONDUCT,The Journal of Biological Chemistry,American Society for Biochemistry and Molecular Biology (ASBMB)
W1988302360,10.1371/journal.pone.0058738,2013,13,S202381698,2019-08-27,2019.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W2738938337,10.1017/s175173111700180x,2017,3,S66388299,2018-01-10,2018.0,AUTHOR_MISCONDUCT,Animal: An International Journal of Animal Bioscience,Cambridge University Press
W2738257363,10.1172/jci89092,2017,20,S114430552,2020-10-12,2020.0,HONEST_ERROR,The Journal of Clinical Investigation (JCI),American Society for Clinical Investigation
W2914708579,10.1016/j.jbo.2019.100217,2019,3,S2764562432,2019-04-01,2019.0,ETHICS_VIOLATION,Journal of Bone Oncology,Elsevier
W3006334717,10.1016/j.ymgmr.2020.100573,2020,1,S2764617610,2021-04-06,2021.0,ETHICS_VIOLATION,Molecular Genetics and Metabolism Reports,Elsevier
W3021694631,10.1007/s41061-020-00304-8,2020,3,S106859309,2020-09-02,2020.0,AUTHOR_MISCONDUCT,Topics in Current Chemistry,Springer
W2223116116,10.1371/journal.pbio.1002336,2016,3,S154343897,2021-07-07,2021.0,AUTHOR_MISCONDUCT,PLoS Biology,PLoS
W2164489280,10.1172/jci15795,2002,9,S114430552,2016-11-01,2016.0,AUTHOR_MISCONDUCT,The Journal of Clinical Investigation (JCI),American Society for Clinical Investigation
W3090628762,10.1016/j.crfs.2020.09.001,2020,3,S4210236938,2021-10-20,2021.0,AUTHOR_MISCONDUCT,Current Research in Food Science,Elsevier
W2153586131,10.1046/j.1365-2346.1997.00119.x,1997,5,S108768312,2018-12-07,2018.0,AUTHOR_MISCONDUCT,European Journal of Anaesthesiology,Wolters Kluwer
W4206723921,10.1007/s00429-019-01918-5,2019,6,S172319488,2020-02-24,2020.0,EDITORIAL_COMPROMISE,Brain Structure and Function,Springer
W2042197511,10.1371/journal.pone.0022836,2011,7,S202381698,2022-11-07,2022.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W2030179916,10.1371/journal.pone.0011668,2010,9,S202381698,2020-01-29,2020.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W2790053856,10.1016/j.biopha.2018.02.018,2018,7,S15111687,2021-09-07,2021.0,AUTHOR_MISCONDUCT,Biomedicine & Pharmacotherapy,Elsevier
W4244840781,10.1123/jpah.2015-0702,2016,6,S2755080209,2017-05-01,2017.0,EDITORIAL_COMPROMISE,Journal of Physical Activity & Health,Human Kinetics
W2596387323,10.1016/j.msec.2017.03.154,2017,5,S43139658,2021-06-01,2021.0,UNCONFIRMED_CONCERNS,Materials Science and Engineering: C,Elsevier
W3029416738,10.1186/s12879-018-3647-y,2019,2,S171015910,2020-01-31,2020.0,HONEST_ERROR,BMC Infectious Diseases,Springer - Biomed Central (BMC)
W2734641696,10.3382/ps/pex149,2017,15,S133896805,2020-07-15,2020.0,AUTHOR_MISCONDUCT,Poultry Science,Elsevier
W3164401241,10.1007/s10639-021-10588-y,2021,4,S166722454,2022-08-23,2022.0,AUTHOR_MISCONDUCT,Education and Information Technologies,Springer
W4205405577,10.1016/j.pbb.2020.172939,2020,9,S59685179,2021-02-15,2021.0,HONEST_ERROR,"Pharmacology, Biochemistry, and Behavior",Elsevier
W3010895816,10.1016/j.earlhumdev.2020.104987,2020,1,S124424368,2020-02-24,2020.0,EDITORIAL_COMPROMISE,Early Human Development,Elsevier
W2609870916,10.1016/j.jenvman.2017.04.055,2017,1,S44455300,2018-10-05,2018.0,AUTHOR_MISCONDUCT,Journal of Environmental Management,Elsevier
W2940072739,10.1016/j.jep.2019.111885,2019,9,S29564236,2022-02-09,2022.0,AUTHOR_MISCONDUCT,Journal of Ethnopharmacology,Elsevier
W2041191888,10.6026/97320630003205,2008,4,S2755911950,2015-11-30,2015.0,AUTHOR_MISCONDUCT,Bioinformation,Biomedical Informatics Publishing Group
W3010463137,10.1007/s12272-018-1023-5,2018,15,S119001223,2019-02-01,2019.0,HONEST_ERROR,Archives of Pharmacal Research,Springer
W4283457829,10.2147/jir.s357082,2022,8,S176681491,2022-11-03,2022.0,AUTHOR_MISCONDUCT,Journal of Inflammation Research,Taylor and Francis - Dove Press
W2588936345,10.2147/ott.s113353,2017,6,S120324992,2022-09-23,2022.0,AUTHOR_MISCONDUCT,OncoTargets and Therapy,Taylor and Francis - Dove Press
W2168881738,10.1371/journal.pone.0104743,2014,8,S202381698,2020-03-19,2020.0,HONEST_ERROR,PLoS One,PLoS
W2800965549,10.3324/haematol.2018.189399,2018,16,S2752781272,2019-05-04,2019.0,UNCONFIRMED_CONCERNS,Haematologica,Ferrata Storti Foundation
W2017593409,10.1371/journal.pone.0097700,2014,4,S202381698,2016-05-19,2016.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W2338725336,10.1038/nature17950,2016,13,S137773608,2022-08-31,2022.0,HONEST_ERROR,Nature,Springer - Nature Publishing Group
W2157928274,10.1007/s00134-010-1912-7,2010,2,S198804558,2020-05-13,2020.0,HONEST_ERROR,Intensive Care Medicine,Springer
W3161165663,10.1016/j.tsc.2021.100845,2021,1,S42886211,2022-06-22,2022.0,EDITORIAL_COMPROMISE,Thinking Skills and Creativity,Elsevier
W3161576737,10.1016/s2214-109x(21)00231-x,2021,1,S4210176958,2021-06-28,2021.0,UNCONFIRMED_CONCERNS,The Lancet Global Health,Elsevier
W3156638115,10.2147/cmar.s290966,2021,5,S2764554612,2022-12-15,2022.0,HONEST_ERROR,Cancer Management and Research,Taylor and Francis - Dove Press
W2004546028,10.1159/000092585,2006,7,S198727964,2015-02-14,2015.0,HONEST_ERROR,Oncology,Karger
W1999382524,10.1016/j.canlet.2005.11.002,2006,8,S106234763,2015-04-28,2015.0,AUTHOR_MISCONDUCT,Cancer Letters,Elsevier
W1980381087,10.1016/j.jaad.2014.10.025,2015,11,S58727509,2015-06-16,2015.0,UNCONFIRMED_CONCERNS,Journal of the American Academy of Dermatology,Elsevier
W2314818532,10.1007/s13277-013-0702-6,2013,8,S12644804,2015-09-01,2015.0,AUTHOR_MISCONDUCT,Tumor Biology (Tumour Biology) - Official Journal of the International Society of Oncology and BioMarkers (ISOBM),Springer - Nature Publishing Group
W2055523148,10.1016/j.neurobiolaging.2011.12.023,2012,9,S284573,2016-01-29,2016.0,AUTHOR_MISCONDUCT,Neurobiology of Aging,Elsevier
W2073965600,10.3892/mmr.2014.2853,2014,12,S95395365,2020-09-01,2020.0,AUTHOR_MISCONDUCT,Molecular Medicine Reports,Spandidos
W2919628479,10.1016/j.isatra.2019.02.029,2019,3,S89543202,2020-03-11,2020.0,HONEST_ERROR,ISA transactions,Elsevier
W2944624667,10.7759/cureus.4639,2019,9,S2738950867,2019-08-06,2019.0,AUTHOR_MISCONDUCT,Cureus,Cureus (Part of Springer Nature as of December 2022)
W2943898197,10.1016/j.biopha.2019.108927,2019,5,S15111687,2021-11-10,2021.0,AUTHOR_MISCONDUCT,Biomedicine & Pharmacotherapy,Elsevier
W3116985665,10.7759/cureus.12399,2020,4,S2738950867,2021-01-04,2021.0,EDITORIAL_COMPROMISE,Cureus,Cureus (Part of Springer Nature as of December 2022)
W1949626988,10.3892/mmr.2015.3757,2015,6,S95395365,2021-06-16,2021.0,AUTHOR_MISCONDUCT,Molecular Medicine Reports,Spandidos
